id,ürün fiyatı
0,132.83792901798267
1,43.64337039385239
2,47.94042264037679
3,28.763456520048386
4,52.90402924296173
5,20.267353124387487
6,24.91348137314243
7,49.44096258561254
8,52.11060320213916
9,96.69721503448577
10,17.734748197546814
11,46.59057133290761
12,38.434710592469756
13,39.53077199253161
14,34.29186469673839
15,16.55767655555666
16,49.34379446069139
17,33.72186613758193
18,34.042153043245484
19,25.28579974027058
20,24.495197477478882
21,29.97659783914812
22,58.37459697650572
23,27.15123906782155
24,20.91833887959477
25,18.646051092810787
26,28.72599011098424
27,13.911374616828144
28,32.054102166302506
29,9.05655139460178
30,12.8338041807394
31,10.676133715311472
32,4.165473962051664
33,6.628234816940587
34,14.965886689357074
35,6.1871248233076805
36,9.088159258346032
37,49.38885041644895
38,21.304569316175822
39,17.35260278634606
40,28.7689081091658
41,28.19826993024197
42,14.288920750762774
43,51.17003984692556
44,31.273613779405505
45,65.63363235680967
46,64.20815985858437
47,32.983283928241995
48,49.58375786700977
49,61.4950102010198
50,48.236550260379275
51,49.25027285934186
52,16.712039389901275
53,62.523049243295446
54,99.3916354203119
55,69.25045392542319
56,16.809556959067145
57,20.512272906690857
58,26.195667644554256
59,29.328343978108848
60,16.219349245933625
61,21.967549357804735
62,26.267432972992047
63,29.071752434541416
64,17.729793326887105
65,20.93403546398933
66,13.563725432354712
67,13.021158121142106
68,34.13924612282298
69,33.96129393895839
70,16.727179844538856
71,20.602998517682895
72,21.204882053520226
73,16.7589948184212
74,60.34714152476802
75,63.4479990241829
76,65.20913246871297
77,63.56042646965111
78,73.95940239055341
79,133.86658628654885
80,45.292763816885596
81,47.83883018491457
82,27.457181465764943
83,54.249307997574086
84,19.49176925848366
85,23.809731707358413
86,48.92398069980336
87,48.51452474522624
88,97.72297936765644
89,16.854681829449337
90,46.537467671133115
91,38.12775251786671
92,37.65028686355653
93,33.72820289740821
94,15.06536009423409
95,50.118787311839924
96,32.16068278222153
97,32.77533675388182
98,24.85799232815318
99,23.956040131354452
100,28.578356842434673
101,54.83458996086378
102,25.50068532454655
103,21.465566642859805
104,19.464265776589478
105,28.090469087367957
106,13.510950471589894
107,31.641179323294
108,8.431076939890689
109,12.255309283713984
110,10.11610107244887
111,3.8391890977326586
112,6.1756202170343535
113,14.750494436580366
114,6.23778032236576
115,9.000523200517309
116,49.23499024848512
117,21.15251310389338
118,17.577320409834027
119,28.62987358317093
120,28.007631096101623
121,14.175424525077098
122,51.517452048701436
123,31.000730439562638
124,61.64363710565086
125,64.23274957315053
126,33.12595134453825
127,49.212426542551626
128,62.469821352502166
129,50.56392616042278
130,50.13398395865625
131,16.63292758738034
132,66.08830244839689
133,99.32419162080987
134,75.09426348286496
135,16.147879553468805
136,19.805896686862646
137,25.740992746209145
138,28.813552117434778
139,16.78620017060234
140,20.8980787503139
141,25.287635430497787
142,28.86654597503687
143,17.383685500215382
144,20.469150899903468
145,12.118502598335445
146,12.287784208768894
147,33.713380788553934
148,33.57421727910405
149,16.12038144437982
150,19.818010041815796
151,20.823654072210875
152,16.524025343349493
153,57.958853874499944
154,62.24632104164534
155,64.06183621407419
156,63.74374918297418
157,73.50256646992707
158,139.91842027451298
159,45.72992203712191
160,46.47168220495229
161,27.175857340139157
162,52.79436373415085
163,20.388925727895543
164,23.41743734753696
165,49.63972675390422
166,49.31455259947846
167,100.40929688461708
168,17.319879253142503
169,45.38246530887267
170,35.46255923172285
171,39.91673935553807
172,33.51706522658917
173,16.711628962679878
174,49.93296129231859
175,33.38980011788466
176,33.417382315893406
177,24.482573454924307
178,24.380837803797725
179,29.758546366842005
180,55.647965769882866
181,27.434981239424232
182,19.783793144745374
183,18.004918302343864
184,28.765872834316582
185,13.76841332055077
186,32.42455318596728
187,8.946868017596254
188,12.682518733252845
189,10.553226128920095
190,3.891218677412903
191,6.559571883797732
192,14.418570635307498
193,6.291974579073859
194,9.03979052631816
195,49.65589389490171
196,21.183752545034718
197,17.27801760417257
198,28.719812927962742
199,27.06436171382986
200,14.178303730153651
201,50.82590129032758
202,31.871991321525428
203,64.07291650125624
204,62.79301939544039
205,33.75070347409901
206,50.168827081042295
207,62.655105534165756
208,50.74241593764681
209,50.187540993961214
210,17.17390781437419
211,65.31305988596051
212,102.4214300962417
213,72.87702649817996
214,16.828545455422848
215,20.419002396205148
216,25.534251427880932
217,28.47381350242626
218,16.038555420572784
219,21.491113482475257
220,25.730732976731574
221,28.733002204053967
222,17.393413220174974
223,20.40724401550943
224,13.138349858901096
225,12.759257581240295
226,34.167415160946945
227,33.55064303074366
228,16.591553092569892
229,20.88572430468644
230,21.116687878444623
231,16.83211312736377
232,58.195696891551904
233,61.75482988448717
234,67.24993495076751
235,63.699229751227115
236,71.86014959631329
237,132.68322854220727
238,44.70993139012944
239,46.86611888819826
240,27.961779725602916
241,55.473925161549715
242,20.31782124638972
243,24.2315917244524
244,50.627708171121064
245,47.82649588072803
246,98.93501460832438
247,17.045827093970974
248,45.925909036497515
249,36.37547307285459
250,38.103075366908485
251,33.630494690134014
252,16.93050960393105
253,50.664412588305545
254,32.746327281796326
255,33.272314680415846
256,25.483396514425195
257,24.684217077038156
258,29.116349801965583
259,54.94712127249388
260,27.381894273816847
261,20.935942352653733
262,18.82287941004038
263,28.874007610401662
264,13.948561589819398
265,32.13246547416221
266,9.057360515917086
267,12.715563584629583
268,10.742711162318352
269,3.9796877832825057
270,6.672386440868369
271,14.674076836403849
272,6.282564228595943
273,8.978181786060865
274,49.418092146007154
275,20.993357165354603
276,17.322990160554994
277,28.5339701462103
278,26.581365015552457
279,13.880493990321167
280,49.80300483796657
281,32.1987150722441
282,63.61435734450552
283,66.11542603667723
284,34.24457080960404
285,50.72652091018546
286,61.61070877039509
287,51.41518108124515
288,49.85087619537914
289,16.41033426558011
290,64.56476043735191
291,102.00173482078844
292,71.23728731890591
293,17.059875293715265
294,19.94711147285519
295,25.63009514802353
296,28.71794784183006
297,17.074432713897288
298,21.20876708472066
299,25.242617175233928
300,29.091927547870224
301,17.621207697025458
302,20.839462170500703
303,12.387526091323227
304,12.624440703603213
305,34.319520792109756
306,33.682786054603625
307,16.476541823917223
308,20.130307926416048
309,20.94966191807694
310,16.803869922378087
311,59.9795303096393
312,63.48904822400295
313,65.40333194681656
314,65.40849078432511
315,73.80889272199676
316,139.0892102172629
317,45.85033987933046
318,47.09845041744669
319,29.644699929890763
320,54.80754368073984
321,19.61219909853888
322,25.059873295838837
323,48.03645258669252
324,48.97925605735077
325,90.9382090394795
326,17.263668452985307
327,44.963315257413456
328,37.656932270694085
329,38.208638168915456
330,34.15025174489563
331,15.717390059136177
332,49.785908977341116
333,33.59620305483563
334,33.69652606855577
335,24.468984907360234
336,23.78243156424596
337,29.964086638756662
338,53.54320600964215
339,25.94855749846418
340,20.917747803804378
341,19.40285479552539
342,27.676787773933363
343,13.216866327444569
344,31.641359600820834
345,8.518457067590493
346,12.039178885595494
347,10.25593195434054
348,3.4930506924936395
349,6.023510463592894
350,14.293113399384469
351,5.816630901800744
352,8.47978876558518
353,48.374078202819305
354,20.366304621769515
355,16.893871375841393
356,28.035469806341233
357,27.658292678042592
358,13.886459301246688
359,52.521753292925396
360,30.63998082328488
361,57.88688160548387
362,63.258473021264656
363,33.26851830269055
364,50.03423994888976
365,64.14137777194901
366,50.27353253594421
367,50.15173523104325
368,17.364420392035232
369,62.46550213134699
370,102.22635521483564
371,80.13327801306242
372,16.607732555779723
373,20.172784442828934
374,25.16598414302217
375,28.278729490261707
376,15.649248044849406
377,20.893638324821755
378,25.532015222057645
379,27.63339688596295
380,16.72090523241494
381,20.394743170550903
382,12.613720393739351
383,12.32231587189697
384,32.975387335698855
385,32.95595039169124
386,15.97677991447959
387,18.969173085890247
388,20.23939485600023
389,15.812939380251525
390,58.07877287669081
391,63.60980714996091
392,62.83752825069065
393,61.16091327625079
394,73.56972668046006
395,133.78454445067302
396,44.46928039737389
397,46.29371508306493
398,27.372548143298637
399,52.603116794837256
400,19.45914175963395
401,23.90606657731402
402,47.98518171408071
403,48.10881914751966
404,95.51140080683706
405,18.01144079312749
406,45.92471546909151
407,36.89187020078496
408,38.02178107464316
409,33.86442195623971
410,16.08251016931639
411,49.856266364895674
412,33.46563711174849
413,33.48583650070417
414,25.136151062129535
415,24.169636902010872
416,29.289078495392875
417,55.608040806885604
418,26.551443063005884
419,21.03131507985785
420,18.78803323016027
421,28.00146389577499
422,13.624241336950593
423,31.901167281787252
424,8.499750555398403
425,12.352621292941468
426,10.37350104361194
427,4.387507784286399
428,6.800775829116496
429,15.163420712522038
430,6.756682412368264
431,9.388759698671805
432,49.82000628909687
433,21.818713348756326
434,17.8100145458855
435,29.25058512986395
436,27.330379959424484
437,14.46899022554697
438,53.41643583775806
439,31.91199941313377
440,63.63324015918666
441,67.28106304980976
442,34.49114002185611
443,50.98550111256905
444,63.50577803235727
445,49.74659533740026
446,49.42835691921029
447,17.34102386719041
448,64.23884732672295
449,106.56641942710276
450,73.51957238538975
451,16.13927245399796
452,19.816784727372855
453,25.49856126084041
454,28.49484261093086
455,16.429540430252267
456,21.5586634745652
457,25.580239470173346
458,28.177902024790406
459,17.533756404589184
460,20.872475680173736
461,12.492720115920083
462,12.670729059179997
463,33.5593013326408
464,33.565726382938905
465,16.164229509572028
466,19.541296333071998
467,20.517246011296653
468,16.40075984564315
469,58.394098659703666
470,62.99790584033259
471,63.49822426978401
472,60.74299336376515
473,73.04316389043683
474,128.81885203586293
475,45.54226502952654
476,47.55061241388863
477,28.806882431334046
478,53.183786125998594
479,19.41162044311072
480,25.261334791902264
481,49.22739906720796
482,49.2552293781186
483,98.09534591002314
484,16.782749868783842
485,44.95197488567493
486,37.96838029550361
487,38.071580038174716
488,33.463419754269935
489,17.03956705050203
